id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
19130,新松戸《人気の骨盤矯正》,新松戸【人気】骨盤矯正,camera_train_722,calm22b,5,0,6,3,1
19131,新松戸《人気の骨盤矯正》,《人気の骨盤矯正》新松戸,camera_train_722,human,5,0,1,5,4
19132,新松戸《人気の骨盤矯正》,《人気》新松戸の骨盤矯正,camera_train_722,swallow70b,5,0,7,3,0
19133,新松戸《人気の骨盤矯正》,新松戸で人気の骨盤矯正,camera_train_722,swallow8b,5,0,8,1,1
19134,マンツーマン指導,個別の集中指導,camera_train_7230,calm22b,2,3,0,0,0
19135,マンツーマン指導,個別指導,camera_train_7230,swallow70b,5,0,2,7,1
19136,マンツーマン指導,個別指導,camera_train_7230,swallow8b,4,1,3,3,4
19137,エアーダイグラインダー,エアーダイ、グラインダー,camera_train_7233,calm22b,3,2,2,4,4
19138,エアーダイグラインダー,研削・研磨空圧工具,camera_train_7233,human,5,0,1,7,2
19139,エアーダイグラインダー,エアーダイグラインダーです。,camera_train_7233,swallow70b,4,1,5,3,2
19140,トータルサロンヤスダ,トータルサロン「ヤスダ」,camera_train_7234,calm22b,5,0,1,6,3
19141,トータルサロンヤスダ,ヤスダ美容室,camera_train_7234,human,5,0,3,5,2
19142,ビーハイブ ギフト,ビーハイブ プレゼント,camera_train_7235,calm7b,4,1,6,3,1
19143,ビーハイブ ギフト,ビーハイブでギフトを探そう,camera_train_7235,swallow8b,4,1,0,7,3
19144,【新しい旅の形】熊野古道ツアー,新しい旅の形、熊野古道ツアー,camera_train_7236,calm22b,5,0,5,0,5
19145,【新しい旅の形】熊野古道ツアー,熊野古道ツアー【新しい旅の形】,camera_train_7236,swallow70b,5,0,6,2,2
19146,【新しい旅の形】熊野古道ツアー,熊野古道ツアー【新しい旅の形】,camera_train_7236,swallow8b,5,0,8,1,1
19147,クラウド型勤怠管理システム,勤怠管理【簡単】クラウド型,camera_train_7237,calm7b,3,2,5,5,0
19148,【高良くんと天城くん】3巻,3巻【高良くんと天城くん】,camera_train_7239,human,5,0,7,0,3
19149,【高良くんと天城くん】3巻,【高良くんと天城くん】最新３巻,camera_train_7239,swallow70b,1,4,0,0,0
19150,動画編集スキルをゼロから学ぶ,動画編集技術の基礎から習得する,camera_train_7241,calm22b,5,0,10,0,0
19151,動画編集スキルをゼロから学ぶ,0から学べる動画編集スキル,camera_train_7241,human,5,0,4,5,1
19152,ベルエポック製菓調理専門学校,製菓調理専門学校ベルエポック,camera_train_7243,human,5,0,8,0,2
19153,ヘアメイク ベリーベリー,ベリーベリーヘアメイク,camera_train_7244,human,3,2,7,0,3
19154,ヘアメイク ベリーベリー,ヘアメイクが下手なベリーベリー,camera_train_7244,swallow70b,0,5,0,0,0
19155,【公式】LOHAS studio,【公式】ロハススタジオ,camera_train_7245,swallow70b,4,1,4,3,3
19156,東京都で借金整理まだしないで,債務整理は東京で,camera_train_7246,calm7b,1,4,0,0,0
19157,ワンピース,ワンピース専門店で選ぶ,camera_train_7247,calm22b,0,5,0,0,0
19158,ワンピース,最新ワンピーストレンド,camera_train_7247,calm7b,0,5,0,0,0
19159,ワンピース,ワンピースです。,camera_train_7247,swallow70b,5,0,6,3,1
19160,【公式】Dr.AGAクリニック,公式Dr.AGAクリニック,camera_train_7248,swallow70b,5,0,8,0,2
19161,【公式】Dr.AGAクリニック,公式AGAクリニック,camera_train_7248,swallow8b,2,3,0,0,0
19162,たん焼 与平,たんやき よへい,camera_train_7249,calm22b,5,0,9,0,1
19163,たん焼 与平,与平のたん焼です,camera_train_7249,swallow70b,3,2,8,2,0
19164,たん焼 与平,たん焼き 与平,camera_train_7249,swallow8b,5,0,1,8,1
19165,Mos 研修はKENスクール,Mos研修　KENスクール,camera_train_724,human,2,3,0,0,0
19166,‪融資‬でお困りの方,融資でお悩みの方へ,camera_train_7253,calm22b,5,0,1,7,2
19167,【ベルーナ】通販サイト／公式,ベルーナ公式通販サイト,camera_train_7255,human,5,0,5,3,2
19168,【ベルーナ】通販サイト／公式,【公式】ベルーナ通販サイト,camera_train_7255,swallow70b,5,0,0,9,1
19169,【久が原駅】SUUMO新築一戸建て,久が原駅の新築一戸建てを探す,camera_train_7259,calm7b,0,5,0,0,0
19170,【久が原駅】SUUMO新築一戸建て,【SUUMO久が原駅 新築一戸建て,camera_train_7259,human,5,0,7,1,2
19171,【川越市】整体サロンを予約,予約 川越市 整体サロン,camera_train_725,human,5,0,7,2,1
19172,【川越市】整体サロンを予約,【予約】川越市 整体サロン,camera_train_725,swallow70b,5,0,5,2,3
19173,固定番号を即日取得,即日取得可能な固定番号,camera_train_7260,calm22b,5,0,2,6,2
19174,固定番号を即日取得,即日【固定番号取得】,camera_train_7260,calm7b,5,0,3,5,2
19175,固定番号を即日取得,即日取得できる固定番号です。,camera_train_7260,swallow8b,5,0,8,2,0
19176,【折尾】メンズ美容院,折尾で【男専科】の美容院,camera_train_7261,calm22b,4,1,8,2,0
19177,【折尾】メンズ美容院,折尾のメンズ美容院【予約】,camera_train_7261,swallow70b,1,4,0,0,0
19178,【名古屋市中川区】メンズ美容院,名古屋市中川区のメンズ美容院,camera_train_7263,swallow70b,5,0,5,2,3
19179,【公式】セゾンブルー,セゾンブルーの公式サイト,camera_train_7264,calm22b,5,0,7,1,2
19180,【公式】セゾンブルー,セゾンブルー【公式】,camera_train_7264,swallow8b,5,0,5,0,5
19181,ホットペッパービューティー,【予約】美容サービス検索サイト,camera_train_7265,calm22b,0,5,0,0,0
19182,DO,DO【今すぐオンライン診療予約】,camera_train_7268,calm22b,0,5,0,0,0
19183,DO,おすすめです。,camera_train_7268,calm7b,0,5,0,0,0
19184,DO,DO DO→ 重要情報,camera_train_7268,swallow8b,0,5,0,0,0
19185,【マグネットダイヤルゲージ】,磁気式ダイヤルゲージ,camera_train_7269,swallow70b,4,1,1,6,3
19186,ビフアート 美容室,ビフアート美容室,camera_train_7270,calm22b,5,0,1,1,8
19187,ビフアート 美容室,美容室ビフアート,camera_train_7270,human,5,0,2,4,4
19188,ビフアート 美容室,美容室「ビフアート」でヘアケア,camera_train_7270,swallow8b,3,2,5,5,0
19189,医療事務 転職サイト,医療事務 転職サイト登録,camera_train_7271,calm22b,2,3,0,0,0
19190,医療事務 転職サイト,医療事務の転職サイト,camera_train_7271,swallow70b,5,0,5,2,3
19191,医療事務 転職サイト,医療事務の転職サイト,camera_train_7271,swallow8b,5,0,2,1,7
19192,5万円どうしても借りたい,「5万円」今すぐ借りたい,camera_train_7272,calm22b,3,2,0,8,2
19193,5万円どうしても借りたい,5万円即日融資,camera_train_7272,calm7b,4,1,2,6,2
19194,【公式】三菱UFJ銀行,三菱UFJ銀行【公式】,camera_train_7279,calm22b,5,0,9,0,1
19195,【公式】三菱UFJ銀行,公式】三菱UFJ銀行,camera_train_7279,swallow70b,5,0,9,0,1
19196,【公式】三菱UFJ銀行,三菱UFJ銀行【公式】,camera_train_7279,swallow8b,5,0,6,1,3
19197,【六本木一丁目】おすすめ美容室,六本木一丁目イチオシ美容室,camera_train_7280,human,4,1,7,2,1
19198,ラグ ファット,ラグのファットは健康に良い？,camera_train_7283,swallow8b,0,5,0,0,0
19199,ハイクラス／doda X,ハイクラス転職ならdoda X,camera_train_7285,calm22b,0,5,0,0,0
19200,ハイクラス／doda X,ハイクラス求人【doda X】,camera_train_7285,swallow8b,2,3,0,0,0
19201,ヘアアトリエワン,おすすめヘアサロン ＠横浜,camera_train_7286,calm7b,0,5,0,0,0
19202,ヘアアトリエワン,ヘアサロン1番,camera_train_7286,swallow8b,0,5,0,0,0
19203,日本アニマルトラスト,【緊急】日本アニマルトラスト,camera_train_7290,swallow70b,1,4,0,0,0
19204,ライフネット生命,ライフネット生命保険相談室,camera_train_7291,swallow70b,1,4,0,0,0
19205,借入即日OK/今日中に借りたい方,今日中に借りたいなら、こちら,camera_train_7292,calm22b,3,2,6,0,4
19206,借入即日OK/今日中に借りたい方,即日借入OK/今日中に借りたい方,camera_train_7292,swallow70b,5,0,1,5,4
19207,借入即日OK/今日中に借りたい方,今日中に借りたい方はこちら,camera_train_7292,swallow8b,3,2,3,4,3
19208,請求書発行クラウドサービス,クラウドサービスです。,camera_train_7293,swallow70b,0,5,0,0,0
19209,【新河岸】マッサージを予約,新河岸のマッサージ予約,camera_train_7296,calm22b,5,0,5,2,3
19210,【新河岸】マッサージを予約,【新河岸】マッサージ予約,camera_train_7296,swallow70b,5,0,1,5,4
19211,Homezakka公式通販 1年保証,Homezakka公式通販【1年保証】,camera_train_7298,swallow70b,5,0,2,4,4
19212,【錦岡でおすすめ】美容院,錦岡で【おすすめ】美容院,camera_train_729,calm22b,5,0,3,5,2
19213,【錦岡でおすすめ】美容院,錦岡で人気の美容院をご紹介,camera_train_729,swallow8b,5,0,7,1,2
19214,SHEIN公式サイト,あなたのためのSHEIN公式サイト,camera_train_72,calm22b,3,2,5,4,1
19215,SHEIN公式サイト,公式ショップ「SHEIN」へ,camera_train_72,calm7b,4,1,6,4,0
19216,男性OK 脂肪冷却9800円で痩せる,男性OK 9800円で痩せる脂肪冷却,camera_train_7300,swallow70b,4,1,1,7,2
19217,不貞行為の慰謝料に強い弁護士,不貞行為の慰謝料　弁護士,camera_train_7301,human,5,0,8,1,1
19218,いますぐかんたん見積り,迅速かんたん見積り,camera_train_7302,calm22b,3,2,6,3,1
19219,いますぐかんたん見積り,いますぐかんたん見積もり,camera_train_7302,swallow70b,5,0,5,2,3
19220,【格安】片付け代行サービス,【超格安】で片付け代行サービス,camera_train_7303,swallow70b,3,2,3,7,0
19221,リクルートダイレクトスカウト,リクルートでスカウト,camera_train_7305,calm22b,1,4,0,0,0
19222,リクルートダイレクトスカウト,スカウトで直接オファーを受ける,camera_train_7305,swallow8b,0,5,0,0,0
19223,《公式》リンベルカタログギフト,【公式】厳選カタログギフト,camera_train_7306,calm22b,1,4,0,0,0
19224,【最新版】医療脱毛おすすめTOP5,最新版医療脱毛TOPS,camera_train_7309,human,3,2,9,0,1
19225,【最新版】医療脱毛おすすめTOP5,【最新版】医療脱毛の推奨5選,camera_train_7309,swallow70b,4,1,4,5,1
19226,【リクルート】採用担当者向け,採用担当者向け【リクルート】,camera_train_730,human,5,0,7,1,2
19227,ベレーザ 渋谷,渋谷の魔法、ベレーザ,camera_train_7310,calm22b,0,5,0,0,0
19228,ベレーザ 渋谷,渋谷で人気のベレーザです。,camera_train_7310,swallow70b,2,3,0,0,0
19229,代紋の墓場2,代紋の墓場2【,camera_train_7312,calm7b,5,0,8,0,2
19230,ルーシー ヘア キュア,ルーシーヘアキュアへどうぞ,camera_train_7313,human,3,2,4,5,1
19231,ルーシー ヘア キュア,ルーシー ヘア キュアのご紹介,camera_train_7313,swallow8b,4,1,2,8,0
19232,【高井戸のカラーを予約】,今すぐ【高井戸のカラー】を予約,camera_train_7314,calm22b,5,0,4,5,1
19233,【高井戸のカラーを予約】,【予約】高井戸のカラー,camera_train_7314,swallow70b,5,0,1,8,1
19234,副作用のない女性専用の治療法,【副作用なし】女性専用の治療法,camera_train_7319,calm22b,4,1,4,6,0
19235,副作用のない女性専用の治療法,女性専用副作用なし治療,camera_train_7319,human,5,0,7,2,1
19236,ダイキン天井埋込形エアコンなら,ダイキン【天井埋込型】エアコン,camera_train_731,swallow8b,4,1,2,5,3
19237,【公式】つるやゴルフ通販サイト,ゴルフ通販サイト【公式】つるや,camera_train_7320,swallow70b,4,1,8,0,2
19238,【公式】つるやゴルフ通販サイト,ゴルフ用品はこちら【公式】,camera_train_7320,swallow8b,2,3,0,0,0
19239,【値下げ】一戸建てを限定公開,【限定公開】値下げ一戸建て,camera_train_7322,swallow70b,5,0,7,2,1
19240,【値下げ】一戸建てを限定公開,限定公開【値下げ】一戸建て,camera_train_7322,swallow8b,5,0,7,3,0
19241,投資用物件を探すならシノケン,投資用物件ならシノケン,camera_train_7324,calm7b,5,0,6,3,1
19242,投資用物件を探すならシノケン,投資用不動産を探すならシノケン,camera_train_7324,swallow70b,4,1,4,3,3
19243,投資用物件を探すならシノケン,シノケンで投資用物件を探そう,camera_train_7324,swallow8b,5,0,8,2,0
19244,顔立ちを引き立てる、美眉へ,美眉で顔立ちアップしよう,camera_train_7325,calm22b,5,0,5,5,0
19245,顔立ちを引き立てる、美眉へ,美眉で顔立ちを引き立てる,camera_train_7325,human,3,2,5,4,1
19246,B型肝炎の給付金訴訟を適正価格,適正価格でB型肝炎の給付金訴訟,camera_train_7327,calm22b,5,0,4,4,2
19247,ホットペッパービューティー,ホットペッパーで美容室予約,camera_train_7328,calm7b,2,3,0,0,0
19248,全国規模での人材紹介,全国規模の人材紹介サービス,camera_train_7329,calm22b,5,0,1,8,1
19249,全国規模での人材紹介,全国規模で人材を紹介する,camera_train_7329,swallow70b,5,0,6,2,2
19250,全国規模での人材紹介,全国規模で人材を紹介します,camera_train_7329,swallow8b,5,0,4,3,3
19251,キャンマジ 5 番,キャンマジ 5 番「キャンプ場」,camera_train_7330,swallow70b,1,4,0,0,0
19252,【九段下でおすすめ】美容室,安心の美容室＠九段下,camera_train_7331,swallow70b,3,2,4,4,2
19253,【最新版】医療脱毛おすすめTOP5,【最新】医療脱毛のおすすめ5選,camera_train_7333,swallow70b,5,0,8,2,0
19254,ソフトバンク 光に乗り換えなら,乗り換えるならソフトバンク光,camera_train_7335,human,3,2,2,7,1
19255,東京都で債務整理まだしないで,わからんわすれたしらん,camera_train_7336,human,0,5,0,0,0
19256,東京都で債務整理まだしないで,東京で債務整理まだしないで？,camera_train_7336,swallow70b,5,0,3,2,5
19257,【公式】HOT PEPPER Beauty,公式】HOT PEPPER Beautyです。,camera_train_7338,swallow70b,5,0,8,0,2
19258,【公式】HOT PEPPER Beauty,ホットペッパービューティー公式,camera_train_7338,swallow8b,5,0,5,5,0
19259,チューリッヒの原付保険／公式,チューリッヒの原付保険【公式】,camera_train_733,calm22b,4,1,0,8,2
19260,チューリッヒの原付保険／公式,公式／チューリッヒの原付保険,camera_train_733,human,5,0,2,5,3
19261,チューリッヒの原付保険／公式,【チューリッヒ公式】原付保険,camera_train_733,swallow70b,5,0,1,8,1
19262,チューリッヒの原付保険／公式,チューリッヒの原付保険【公式】,camera_train_733,swallow8b,5,0,3,6,1
19263,【公式】住友林業ホームサービス,住友林業ホームサービス【公式】,camera_train_7340,calm22b,5,0,5,2,3
19264,【公式】住友林業ホームサービス,公式住友林業ホームサービス,camera_train_7340,swallow70b,4,1,7,1,2
19265,ラルテ 中目黒,【専門用語】ラルテ 中目黒,camera_train_7343,swallow70b,3,2,2,7,1
19266,ラルテ 中目黒,ラルテ＠中目黒,camera_train_7343,swallow8b,4,1,2,4,4
19267,ホームタウンよこはま,よこはまエリアの家探し,camera_train_7345,human,0,5,0,0,0
19268,ホームタウンよこはま,地元横浜の情報満載です,camera_train_7345,swallow70b,0,5,0,0,0
19269,ホームタウンよこはま,「横浜で暮らすならこちら」,camera_train_7345,swallow8b,1,4,0,0,0
19270,バトヘアー 渋谷本店,渋谷のバトヘアー,camera_train_734,swallow70b,3,2,5,4,1
19271,【公式】湘南美容クリニック,湘南美容クリニック【公式】,camera_train_7355,calm22b,5,0,7,2,1
19272,【公式】湘南美容クリニック,湘南美容クリニック公式,camera_train_7355,human,4,1,8,1,1
19273,【公式】湘南美容クリニック,公式湘南美容クリニック,camera_train_7355,swallow8b,5,0,9,0,1
19274,N organic（エヌオーガニック）,オーガニックです。,camera_train_7358,swallow70b,1,4,0,0,0
19275,N organic（エヌオーガニック）,オーガニックなスキンケア製品,camera_train_7358,swallow8b,0,5,0,0,0
19276,【公式】ミツモア／見積もり比較,【公式】見積もり比較のミツモア,camera_train_7359,human,5,0,6,3,1
19277,【公式】ミツモア／見積もり比較,【公式】ミツモアで見積もり比較,camera_train_7359,swallow70b,5,0,1,4,5
19278,【公式】ミツモア／見積もり比較,ミツモアで見積もり比較【公式】,camera_train_7359,swallow8b,5,0,8,1,1
19279,ホットペッパービューティー,【ホットペッパービューティー】,camera_train_735,human,5,0,3,2,5
19280,長湯温泉の人気宿を検索,人気宿を検索＠長湯温泉,camera_train_7360,calm22b,5,0,6,3,1
19281,長湯温泉の人気宿を検索,長湯温泉の人気宿を探す,camera_train_7360,swallow70b,5,0,1,5,4
19282,長湯温泉の人気宿を検索,長湯温泉のおすすめ宿を探そう,camera_train_7360,swallow8b,5,0,4,6,0
19283,交通費も物品購入も立替不要,交通費や物品購入も立替不要。,camera_train_7362,calm22b,5,0,3,1,6
19284,《1回で身体が変化》TVで話題に,1回でも変わる。驚きの結果。,camera_train_7363,calm7b,1,4,0,0,0
19285,トータルリフォームのご提案,トータルリフォームの提案,camera_train_7368,calm22b,5,0,6,2,2
19286,トータルリフォームのご提案,ご提案トータルリフォーム,camera_train_7368,swallow8b,4,1,8,1,1
19287,【森下】まゆげサロン,まゆげサロンで自然な美しさに,camera_train_7372,calm7b,0,5,0,0,0
19288,【森下】まゆげサロン,【森下】眉毛ケア専門サロン,camera_train_7372,swallow70b,4,1,2,8,0
19289,【調布駅】人気のまつげサロン,調布駅　まつげサロン,camera_train_7373,human,5,0,9,1,0
19290,川崎市で交通事故に強い弁護士,【川崎市】交通事故有名弁護士,camera_train_7374,human,1,4,0,0,0
19291,お金と仲間集め,一緒に仕事しませんか？仲間募集,camera_train_7375,calm7b,0,5,0,0,0
19292,お金と仲間集め,お金を集める仲間作りです。,camera_train_7375,swallow70b,4,1,2,7,1
19293,お金と仲間集め,お金を集める仲間を探しています,camera_train_7375,swallow8b,3,2,0,9,1
19294,【新宿・渋谷・オンライン診療】,【渋谷】オンライン診断【新宿】,camera_train_7376,human,2,3,0,0,0
19295,【2022年版】使うべき厳選5社,2022年版【おすすめ】厳選5社,camera_train_737,calm7b,5,0,6,4,0
19296,【2022年版】使うべき厳選5社,2022年版おすすめ5社,camera_train_737,human,4,1,9,1,0
19297,今話題のネット生保,話題のネット生保,camera_train_7380,calm22b,5,0,10,0,0
19298,今話題のネット生保,話題沸騰中のネット生保,camera_train_7380,human,5,0,1,7,2
19299,今話題のネット生保,ネット生保【今話題】,camera_train_7380,swallow8b,5,0,6,3,1
19300,ワンタッチロック 金具なら,金具ならワンタッチロックです,camera_train_7381,human,3,2,2,6,2
19301,ワンタッチロック 金具なら,金具のロックはこちら,camera_train_7381,swallow8b,2,3,0,0,0
19302,アース 菊名店の予約,菊名店での予約は不要です。,camera_train_7383,calm22b,1,4,0,0,0
19303,アース 菊名店の予約,【予約】アース 菊名店,camera_train_7383,human,5,0,3,5,2
19304,アース 菊名店の予約,予約できない？菊名のアース,camera_train_7383,swallow8b,3,2,7,2,1
19305,ビジネスローン,ビジネスローンはこちら,camera_train_7384,calm22b,4,1,4,5,1
19306,ビジネスローン,ビジネスローンを検討中？,camera_train_7384,swallow8b,2,3,0,0,0
19307,プロピア／女性向け増毛サロン,女性向け増毛サロン「プロピア」,camera_train_7388,calm22b,5,0,0,10,0
19308,プロピア／女性向け増毛サロン,女性向け増毛サロンプロピア,camera_train_7388,human,5,0,8,2,0
19309,プロピア／女性向け増毛サロン,女性向け増毛サロン【プロピア】,camera_train_7388,swallow8b,5,0,3,4,3
19310,運転資金のお悩みございませんか,運転資金のお悩み、解決します。,camera_train_738,calm22b,4,1,1,8,1
19311,運転資金のお悩みございませんか,資金繰りの悩み解決,camera_train_738,human,4,1,4,6,0
19312,運転資金のお悩みございませんか,運転資金の悩みを解決しましょう,camera_train_738,swallow70b,2,3,0,0,0
19313,【楽々園】マッサージサロン予約,楽々園【マッサージサロン予約】,camera_train_7392,human,5,0,5,2,3
19314,【アンテナ 修理】,【アンテナ】修理承ります,camera_train_7393,calm22b,5,0,2,7,1
19315,【武蔵小杉駅1分】人気の整体,武蔵小杉駅1分、人気整体サロン,camera_train_7397,calm22b,5,0,6,1,3
19316,ヘアサロン ナンバースリー,ヘアサロンNo.3,camera_train_7399,swallow70b,3,2,1,6,3
19317,ヘアサロン ナンバースリー,ヘアサロンNo.3,camera_train_7399,swallow8b,3,2,1,6,3
19318,ご依頼の約8割が48h以内に復旧,8割が48h以内復旧依頼,camera_train_7401,calm7b,2,3,0,0,0
19319,ご依頼の約8割が48h以内に復旧,依頼の８０％程が２日以内に復旧,camera_train_7401,human,5,0,5,3,2
19320,ご依頼の約8割が48h以内に復旧,「48時間以内に復旧」8割の実績,camera_train_7401,swallow8b,5,0,7,3,0
19321,プログラミングを無料で学ぶ,無料でプログラミングを学ぼう,camera_train_7403,calm22b,5,0,1,5,4
19322,プログラミングを無料で学ぶ,プログラミングを無料で学ぼう,camera_train_7403,swallow70b,4,1,4,5,1
19323,富山 宿,安心の宿で、富山を満喫。,camera_train_7406,calm22b,1,4,0,0,0
19324,富山 宿,富山で泊まるならこちらの宿,camera_train_7406,swallow70b,5,0,2,7,1
19325,浮気調査のことなら,浮気調査のプロにお任せ,camera_train_7407,calm22b,3,2,1,8,1
19326,浮気調査のことなら,浮気調査の専門家に相談,camera_train_7407,calm7b,4,1,4,5,1
19327,浮気調査のことなら,調査可　浮気,camera_train_7407,human,3,2,8,0,2
19328,年収 500～550万円,「年収は500～550万円」,camera_train_7410,calm22b,5,0,5,1,4
19329,年収 500～550万円,年収500～550万円の求人です。,camera_train_7410,swallow8b,1,4,0,0,0
19330,アディーレ法律事務所／公式,アディーレ法律事務所 公式,camera_train_7413,calm22b,5,0,3,2,5
19331,アディーレ法律事務所／公式,【公式】アディーレ法律事務所,camera_train_7413,swallow70b,5,0,0,5,5
19332,アディーレ法律事務所／公式,公式アディーレ法律事務所,camera_train_7413,swallow8b,5,0,5,4,1
19333,圧倒的な指導力と日々の食事管理,圧倒的な指導力と食事管理,camera_train_7414,calm22b,4,1,6,3,1
19334,圧倒的な指導力と日々の食事管理,指導力と食事管理のサポート,camera_train_7414,swallow70b,4,1,6,4,0
19335,DAMA Premium,ダーマプレミアム,camera_train_7415,human,4,1,5,3,2
19336,DAMA Premium,DAMA Premium ダマ プレミアム,camera_train_7415,swallow70b,4,1,4,4,2
19337,DAMA Premium,プレミアム会員,camera_train_7415,swallow8b,0,5,0,0,0
19338,アゴダで格安のホテル予約,アゴダで格安ホテル予約しよ,camera_train_7416,calm22b,3,2,6,2,2
19339,アゴダで格安のホテル予約,アゴダでホテルを安く予約する,camera_train_7416,swallow70b,4,1,2,5,3
19340,アゴダで格安のホテル予約,アゴダでお得なホテル予約,camera_train_7416,swallow8b,4,1,7,1,2
19341,ハウス クリーニング 職人 募集,ハウスクリーニング職人募集中,camera_train_7418,calm22b,4,1,3,4,3
19342,ハウス クリーニング 職人 募集,ハウスクリーニング職人募集。,camera_train_7418,calm7b,5,0,1,6,3
19343,ハウス クリーニング 職人 募集,ハウスクリーニング 職人 募集中,camera_train_7418,swallow70b,5,0,1,7,2
19344,サロンジオ 本厚木,本厚木のサロンGeo,camera_train_7419,calm22b,4,1,3,5,2
19345,サロンジオ 本厚木,サロンジオ＠本厚木,camera_train_7419,swallow70b,5,0,2,3,5
19346,サロンジオ 本厚木,本厚木サロン,camera_train_7419,swallow8b,0,5,0,0,0
19347,日本人 はるかな旅,はるかな旅に日本人,camera_train_7421,calm22b,3,2,6,2,2
19348,日本人 はるかな旅,彼らは日本を旅しています。,camera_train_7421,swallow8b,0,5,0,0,0
19349,あなたの不動産、いくら？,あなたの不動産、いくらですか？,camera_train_7422,calm7b,5,0,5,4,1
19350,あなたの不動産、いくら？,お客様の不動産、いくら？,camera_train_7422,swallow8b,4,1,9,0,1
19351,女性専用のFAGA専門外来,女性専用のFAGA治療専門外来,camera_train_7423,calm22b,3,2,2,6,2
19352,女性専用のFAGA専門外来,女性専用のFAGA治療外来,camera_train_7423,swallow8b,2,3,0,0,0
19353,【公式】Z会京大進学教室/中学生,Z会京大進学教室/中学生の公式HP,camera_train_7424,human,4,1,7,2,1
19354,公式ColorkrewBiz(カラクルビズ),ColorkrewBiz【公式】,camera_train_7426,calm22b,5,0,3,5,2
19355,公式ColorkrewBiz(カラクルビズ),公式【ColorkrewBiz】,camera_train_7426,swallow8b,5,0,5,3,2
19356,社内SEの採用なら,優秀な社内SEを採用,camera_train_7428,calm22b,2,3,0,0,0
19357,社内SEの採用なら,社内SE【採用】なら,camera_train_7428,calm7b,5,0,4,4,2
19358,社内SEの採用なら,優秀な社内SEの採用なら,camera_train_7428,swallow70b,0,5,0,0,0
19359,【常滑でおすすめ】美容院,常滑で人気の美容院をご紹介,camera_train_742,swallow70b,4,1,4,4,2
19360,アパレル 正社員 募集,アパレル業界正社員募集,camera_train_7431,calm22b,5,0,4,2,4
19361,アパレル 正社員 募集,正社員 募集 アパレル,camera_train_7431,calm7b,5,0,3,4,3
19362,アパレル 正社員 募集,アパレル業界の正社員募集です。,camera_train_7431,swallow70b,4,1,3,6,1
19363,アパレル 正社員 募集,アパレル業界の正社員募集です。,camera_train_7431,swallow8b,5,0,4,5,1
19364,三重発・埼玉行き,みえからはつ・さいたまゆき,camera_train_7434,calm22b,5,0,10,0,0
19365,三重発・埼玉行き,みえ発・さいたま行き,camera_train_7434,swallow70b,5,0,9,0,1
19366,ラッドヘアー,私のラッドヘアーはこちらです。,camera_train_7445,swallow8b,0,5,0,0,0
19367,管理栄養士監修の献立付き,管理栄養士が監修する献立付き,camera_train_7447,calm7b,5,0,4,4,2
19368,管理栄養士監修の献立付き,ヘルシーなメニュー,camera_train_7447,human,0,5,0,0,0
19369,ホットペッパービューティー,美容院予約はホットペッパーで,camera_train_7448,calm22b,1,4,0,0,0
19370,ホットペッパービューティー,美容系のお仕事探しはこちら,camera_train_7448,swallow8b,0,5,0,0,0
19371,Dクリニック 口コミでお調べの方,口コミで人気 Dクリニック,camera_train_744,calm22b,3,2,3,7,0
19372,Dクリニック 口コミでお調べの方,【口コミ】Dクリニック,camera_train_744,human,3,2,1,9,0
19373,ドコモ光【お申込み窓口】,お得なドコモ光【申し込み窓口】,camera_train_7450,swallow8b,4,1,1,8,1
19374,BizReach（ビズリーチ）／公式,公式ビズリーチでキャリアアップ,camera_train_7451,calm22b,4,1,3,5,2
19375,BizReach（ビズリーチ）／公式,ビズリーチという会社の公式,camera_train_7451,human,0,5,0,0,0
19376,国産オールメーカー対応,国産全メーカー対応,camera_train_7452,human,5,0,2,7,1
19377,国産オールメーカー対応,国産オールメーカーに対応,camera_train_7452,swallow70b,5,0,4,2,4
19378,国産オールメーカー対応,全メーカー対応の国産製品,camera_train_7452,swallow8b,2,3,0,0,0
19379,【公式】パールプラス白河店,パールプラス白河店【公式】,camera_train_7455,swallow8b,5,0,6,1,3
19380,【公式サイト】ハーバー,おすすめ【公式サイト】ハーバー,camera_train_7457,calm22b,2,3,0,0,0
19381,【公式サイト】ハーバー,【公式サイト】ハーバーです。,camera_train_7457,swallow70b,5,0,9,0,1
19382,三井･ダイレクト損保･自動車保険,三井ダイレクト損保で自動車保険,camera_train_7458,calm22b,5,0,5,1,4
19383,三井･ダイレクト損保･自動車保険,三井ダイレクト損保の自動車保険,camera_train_7458,swallow70b,5,0,4,3,3
19384,マウスピース矯正インビザライン,インビザラインマウスピース矯正,camera_train_7462,human,3,2,5,1,4
19385,マウスピース矯正インビザライン,インビザライン矯正,camera_train_7462,swallow70b,2,3,0,0,0
19386,【公式】,【公式】 公式,camera_train_7463,swallow70b,2,3,0,0,0
19387,【公式】,公式サイト,camera_train_7463,swallow8b,3,2,6,4,0
19388,全ネジボルト,汎用性豊かな全ネジボルト,camera_train_7465,calm22b,3,2,1,8,1
19389,全ネジボルト,金属ねじ オンライン授業,camera_train_7465,calm7b,0,5,0,0,0
19390,全ネジボルト,すべてのネジボルト,camera_train_7465,human,5,0,1,5,4
19391,全ネジボルト,すべてのネジとボルト,camera_train_7465,swallow8b,5,0,2,6,2
