id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
6403,トラットリア リアナ 名古屋,トラットリア リアナ 名古屋店,名古屋　トラットリア リアナ,3,4,3,camera_train_4976,swallow70b,human,train
6404,【平和台】メンズ美容院,【平和台】メンズ専用美容院,【平和台】メンズ専門美容室,0,2,8,camera_train_4978,swallow8b,calm22b,train
6405,【金沢文庫のヘッドスパを予約】,金沢文庫【ヘッドスパ】予約,ヘッドスパ予約【金沢文庫】,2,5,3,camera_train_4980,calm7b,calm22b,train
6406,【金沢文庫のヘッドスパを予約】,ヘッドスパ予約＠金沢文庫,ヘッドスパ予約【金沢文庫】,2,8,0,camera_train_4980,swallow70b,calm22b,train
6407,【金沢文庫のヘッドスパを予約】,ヘッドスパ予約＠金沢文庫,金沢文庫【ヘッドスパ】予約,3,5,2,camera_train_4980,swallow70b,calm7b,train
6408,【金沢文庫のヘッドスパを予約】,ヘッドスパを予約【金沢文庫】,ヘッドスパ予約【金沢文庫】,1,6,3,camera_train_4980,swallow8b,calm22b,train
6409,【金沢文庫のヘッドスパを予約】,ヘッドスパを予約【金沢文庫】,金沢文庫【ヘッドスパ】予約,2,6,2,camera_train_4980,swallow8b,calm7b,train
6410,【金沢文庫のヘッドスパを予約】,ヘッドスパを予約【金沢文庫】,ヘッドスパ予約＠金沢文庫,7,0,3,camera_train_4980,swallow8b,swallow70b,train
6411,【袖ヶ浦】エステサロンを予約,袖ヶ浦エステサロンを予約する,【袖ヶ浦】エステサロン予約,3,7,0,camera_train_4984,swallow8b,swallow70b,train
6412,東京都内の医療事務求人,安心の医療事務求人を都内で,東京都内で安心の医療事務求人,3,6,1,camera_train_4986,calm7b,calm22b,valid
6413,シフト管理時間を大幅短縮,シフト管理を簡単に短縮,【大幅短縮】シフト管理時間,1,7,2,camera_train_4989,swallow8b,human,train
6414,水道橋店/フィットネスクラブ,フィットネスクラブ＠水道橋店,水道橋のフィットネスクラブ,2,7,1,camera_train_4991,swallow70b,calm22b,train
6415,水道橋店/フィットネスクラブ,水道橋のフィットネスクラブ,フィットネスクラブ＠水道橋店,8,1,1,camera_train_4991,swallow8b,swallow70b,train
6416,【2022年】生命保険ランキング,【生命保険】2022年ランキング,生命保険ランキング【2022年】,4,4,2,camera_train_4994,swallow70b,calm22b,train
6417,【2022年】生命保険ランキング,生命保険ランキング【2022年】,【生命保険】2022年ランキング,1,8,1,camera_train_4994,swallow8b,swallow70b,train
6418,【関東発】歴史街道歩き旅特集,関東発 歴史街道を歩く旅,関東発、歴史街道歩き旅特集,6,4,0,camera_train_4995,swallow70b,calm22b,train
6419,【関東発】歴史街道歩き旅特集,関東発【歴史街道歩き旅】特集,関東発、歴史街道歩き旅特集,5,3,2,camera_train_4995,swallow8b,calm22b,train
6420,【関東発】歴史街道歩き旅特集,関東発【歴史街道歩き旅】特集,関東発 歴史街道を歩く旅,6,2,2,camera_train_4995,swallow8b,swallow70b,train
6421,びようしつ わの予約,わの予約 びようしつ,【緊急予約】美容院わの予約,0,10,0,camera_train_5003,human,calm22b,train
6422,【尾久でおすすめ】美容室,おすすめ美容室＠尾久,尾久でおすすめの美容室,5,3,2,camera_train_500,swallow70b,calm22b,train
6423,【尾久でおすすめ】美容室,おすすめ美容室＠尾久,尾久でおすすめの美容室,4,3,3,camera_train_500,swallow8b,calm22b,train
6424,介護 募集,介護職 求人 募集 介護 求人,介護職を探してみませんか？,4,4,2,camera_train_5010,calm7b,calm22b,train
6425,介護 募集,介護スタッフの募集,介護職を探してみませんか？,5,3,2,camera_train_5010,swallow70b,calm22b,train
6426,介護 募集,介護スタッフの募集,介護職 求人 募集 介護 求人,7,3,0,camera_train_5010,swallow70b,calm7b,train
6427,介護 募集,介護職の募集,介護職を探してみませんか？,5,4,1,camera_train_5010,swallow8b,calm22b,train
6428,介護 募集,介護職の募集,介護職 求人 募集 介護 求人,8,1,1,camera_train_5010,swallow8b,calm7b,train
6429,介護 募集,介護職の募集,介護スタッフの募集,1,7,2,camera_train_5010,swallow8b,swallow70b,train
6430,ローグの予約,ローグの予約はこちら,ローグのブッキング,9,1,0,camera_train_5014,swallow70b,human,train
6431,ローグの予約,ローグの予約はこちら,ローグのブッキング,9,0,1,camera_train_5014,swallow8b,human,train
6432,2022トップ6ブランド比較,【2022年】トップ６ブランド比較,【2022】トップ6ブランド比較,4,0,6,camera_train_5017,swallow70b,calm22b,train
6433,【菊水】美容室・ヘアサロン,菊水の美容室・ヘアサロン,【菊水】美容室,3,5,2,camera_train_5020,swallow70b,human,train
6434,ゼロ 北浦和店 美容院,【ゼロ】北浦和店の美容院,【北浦和】ゼロ美容院,3,7,0,camera_train_5030,swallow70b,calm22b,train
6435,ゼロ 北浦和店 美容院,【ゼロ】北浦和店 美容院,【北浦和】ゼロ美容院,1,7,2,camera_train_5030,swallow8b,calm22b,train
6436,ゼロ 北浦和店 美容院,【ゼロ】北浦和店 美容院,【ゼロ】北浦和店の美容院,2,4,4,camera_train_5030,swallow8b,swallow70b,train
6437,【新宿でおすすめ】マツエク,おすすめのマツエクサロン＠新宿,新宿のマツエク特集,6,2,2,camera_train_5034,swallow70b,human,train
6438,アトリエニューヨーク 三ノ輪店,アトリエNY 三ノ輪店,三ノ輪店のアトリエニューヨーク,4,5,1,camera_train_5035,human,calm22b,train
6439,【若松】眉サロンの予約,眉サロン予約【若松】,【予約】若松の眉サロン,3,5,2,camera_train_5038,swallow8b,swallow70b,train
6440,【公式通販サイト】ととまる,【公式通販サイト】「ととまる」,公式通販でととまる,9,1,0,camera_train_5039,human,calm7b,train
6441,KIZUKIの家 北浦和II,北浦和のKIZUKIの家,KIZUKIの家　北浦和ツー,2,6,2,camera_train_503,swallow8b,human,test
6442,副作用のない女性専用の治療法,副作用なしの女性専用治療法,「副作用なし」の女性専用治療法,2,7,1,camera_train_5040,swallow70b,calm22b,train
6443,帯広市の格安ホテル,帯広市の安価なホテル,帯広市で低予算のホテル,1,4,5,camera_train_504,human,calm22b,train
6444,350社以上の採用代行実績。,350社以上が選んだ採用代行。,採用代行。実績は350社以上。,5,4,1,camera_train_5050,swallow70b,human,train
6445,今すぐ無料お見積り,今なら見積無料,今すぐ無料で見積もりを取得する,7,3,0,camera_train_5056,human,calm22b,train
6446,事務職の採用なら,事務職の求人情報はこちらです。,事務職の求人情報,3,5,2,camera_train_5058,swallow8b,calm22b,train
6447,ベーカリー 求人 正社員,正社員のベーカリー求人情報,求む、ベーカリーでフルで働く人,8,2,0,camera_train_5059,swallow70b,human,train
6448,土呂駅 建売,土呂駅 建売住宅,土呂駅の建売物件情報,1,7,2,camera_train_505,swallow8b,swallow70b,train
6449,大宮で話題の髪質改善サロン,大宮で評判の髪質改善サロン,大宮で人気　髪質改善ヘアサロン,2,7,1,camera_train_5064,swallow70b,human,train
6450,横浜市青葉区の戸建て,横浜市青葉区の戸建て住宅,横浜市青葉区の戸建住宅,4,5,1,camera_train_5067,swallow70b,calm22b,train
6451,横浜市青葉区の戸建て,横浜市青葉区の戸建て住宅,横浜市青葉区の戸建住宅,3,0,7,camera_train_5067,swallow8b,calm22b,train
6452,おトクなキャンペーン実施中,キャンペーン実施中／おトクな,キャンペーン実施中【おトク】,1,4,5,camera_train_5071,swallow70b,calm22b,valid
6453,極道十勇士を観る,映画　極道十勇士を見る,「極道十勇士」を視聴する,4,3,3,camera_train_5076,human,calm22b,test
6454,極道十勇士を観る,極道十勇士を鑑賞する,「極道十勇士」を視聴する,3,7,0,camera_train_5076,swallow70b,calm22b,test
6455,極道十勇士を観る,極道十勇士を鑑賞する,映画　極道十勇士を見る,2,6,2,camera_train_5076,swallow70b,human,test
6456,レディエント 甲子園口店,【レディエント】甲子園口店,レディエント【甲子園口店】,6,3,1,camera_train_5083,swallow70b,calm22b,train
6457,レディエント 甲子園口店,レディエント【甲子園口店】,【レディエント】甲子園口店,4,2,4,camera_train_5083,swallow8b,swallow70b,train
6458,【アディクション】公式ショップ,【公式】アディクションショップ,公式アディクションストア,9,1,0,camera_train_5084,swallow70b,calm22b,train
6459,くせ毛を解決する専門のサロン,くせ毛解決の専門サロンです,専門サロンでくせ毛解決,5,4,1,camera_train_5088,swallow70b,calm22b,train
6460,くせ毛を解決する専門のサロン,くせ毛解決専門サロン,専門サロンでくせ毛解決,4,6,0,camera_train_5088,swallow8b,calm22b,train
6461,くせ毛を解決する専門のサロン,くせ毛解決専門サロン,くせ毛解決の専門サロンです,5,2,3,camera_train_5088,swallow8b,swallow70b,train
6462,【千鳥町でおすすめ】美容室,千鳥町でおすすめの美容室,おすすめ美容室＠千鳥町,7,1,2,camera_train_5090,swallow70b,calm22b,train
6463,【千鳥町でおすすめ】美容室,おすすめ美容室＠千鳥町,千鳥町でおすすめの美容室,6,3,1,camera_train_5090,swallow8b,swallow70b,train
6464,アメックス公式,アメックス公式サイトです。,公式アメックスカード,4,6,0,camera_train_5104,swallow70b,calm7b,train
6465,アメックス公式,アメックス公式サイトへ,公式アメックスカード,5,3,2,camera_train_5104,swallow8b,calm7b,train
6466,アメックス公式,アメックス公式サイトへ,アメックス公式サイトです。,5,4,1,camera_train_5104,swallow8b,swallow70b,train
6467,淀屋橋 ホテル 予約,淀屋橋ホテルの予約はこちらから,淀屋橋のホテル予約,3,7,0,camera_train_5107,swallow8b,calm22b,train
6468,【2022年最新】キッチンの補助金,2022年最新キッチン補助金,キッチンの補助金【2022最新】,5,3,2,camera_train_510,swallow70b,calm22b,train
6469,【2022年最新】キッチンの補助金,2022年最新のキッチン補助金情報,キッチンの補助金【2022最新】,4,5,1,camera_train_510,swallow8b,calm22b,train
6470,【2022年最新】キッチンの補助金,2022年最新のキッチン補助金情報,2022年最新キッチン補助金,6,2,2,camera_train_510,swallow8b,swallow70b,train
6471,【即日OK】キャッシング厳選3社,即日OKのキャッシング厳選3社,キャッシング即日OK【厳選3社】,4,5,1,camera_train_5127,human,calm7b,train
6472,【即日OK】キャッシング厳選3社,即日キャッシング【厳選3社】,キャッシング即日OK【厳選3社】,2,6,2,camera_train_5127,swallow70b,calm7b,train
6473,【即日OK】キャッシング厳選3社,即日キャッシング【厳選3社】,即日OKのキャッシング厳選3社,4,2,4,camera_train_5127,swallow70b,human,train
6474,【即日OK】キャッシング厳選3社,即日対応のキャッシング厳選3社,キャッシング即日OK【厳選3社】,1,9,0,camera_train_5127,swallow8b,calm7b,train
6475,【即日OK】キャッシング厳選3社,即日対応のキャッシング厳選3社,即日OKのキャッシング厳選3社,4,4,2,camera_train_5127,swallow8b,human,train
6476,【即日OK】キャッシング厳選3社,即日対応のキャッシング厳選3社,即日キャッシング【厳選3社】,5,4,1,camera_train_5127,swallow8b,swallow70b,train
6477,ニトリ/NITORI ダイニングチェア,ニトリ製ダイニングチェア,ニトリのダイニングチェア,2,6,2,camera_train_5128,swallow70b,calm22b,train
6478,【三井ダイレクト損保】,三井直接損保,三井ダイレクト損保,0,10,0,camera_train_5129,human,calm22b,train
6479,MJR大淀リバーサイド／公式,MJR大淀リバーサイド【公式】,【公式】MJR大淀リバーサイド,3,6,1,camera_train_5134,swallow8b,swallow70b,train
6480,ヘアーメイクサーブ 美容室,美容室でヘアーメイクサーブ,美容室のヘアーメイクサーブ,3,0,7,camera_train_5140,swallow8b,swallow70b,test
6481,鳥取の賃貸物件,鳥取で賃貸物件を探す,鳥取の賃貸物件を探す,0,0,10,camera_train_5141,swallow70b,calm22b,valid
6482,鳥取の賃貸物件,鳥取で賃貸物件を探す,鳥取の賃貸物件を探す,0,3,7,camera_train_5141,swallow8b,calm22b,valid
6483,【ミスミ】公式ホームページ,ミスミの公式ホームページです。,ミスミ公式サイトにアクセス,2,4,4,camera_train_5144,swallow70b,calm22b,train
6484,【公式】U,U【公式】,公式U,6,2,2,camera_train_5157,human,calm7b,train
6485,丸の内の貸しホール,丸の内で貸しホールを探す,丸の内で理想のホールが見つかる,2,6,2,camera_train_5162,swallow70b,calm22b,train
6486,【武蔵境】メンズ美容院,メンズ病院武蔵境,【武蔵境】でメンズ美容体験,2,7,1,camera_train_5163,human,calm22b,train
6487,【武蔵境】メンズ美容院,【武蔵境】でメンズ美容院を探す,【武蔵境】でメンズ美容体験,8,1,1,camera_train_5163,swallow70b,calm22b,train
6488,【武蔵境】メンズ美容院,【武蔵境】でメンズ美容院を探す,メンズ病院武蔵境,6,3,1,camera_train_5163,swallow70b,human,train
6489,【武蔵境】メンズ美容院,メンズ美容院＠武蔵境,【武蔵境】でメンズ美容体験,4,6,0,camera_train_5163,swallow8b,calm22b,train
6490,【武蔵境】メンズ美容院,メンズ美容院＠武蔵境,メンズ病院武蔵境,6,3,1,camera_train_5163,swallow8b,human,train
6491,【武蔵境】メンズ美容院,メンズ美容院＠武蔵境,【武蔵境】でメンズ美容院を探す,4,4,2,camera_train_5163,swallow8b,swallow70b,train
6492,【公式】Galaxy（ギャラクシー）,公式Galaxy、ギャラクシーです。,ギャラクシー【公式】,1,8,1,camera_train_5168,swallow8b,human,train
6493,【2022年12月最新版】,2022／12　最新版,【2022年12月最新】,0,8,2,camera_train_5172,human,calm22b,train
6494,【2022年12月最新版】,2022年12月最新版,【2022年12月最新】,1,6,3,camera_train_5172,swallow8b,calm22b,train
6495,【2022年12月最新版】,2022年12月最新版,2022／12　最新版,7,1,2,camera_train_5172,swallow8b,human,train
6496,【幼馴染は一卵性の獣】配信中,幼馴染は一卵性の獣配信中,一卵性の獣、配信中,4,6,0,camera_train_5179,calm7b,calm22b,train
6497,骨盤矯正のゴッドハンド,ゴッドハンドの骨盤矯正,ゴッドハンドによる骨盤矯正,0,7,3,camera_train_5185,swallow8b,swallow70b,train
6498,中小企業の資金調達専門,【緊急】中小企業の資金調達専門,中小企業の資金調達ならココ,5,3,2,camera_train_5190,swallow70b,human,train
6499,定期医療保険 人気ランキング,定期医療保険人気順,定期医療保険 最新ランキング,0,10,0,camera_train_5191,human,calm22b,train
6500,知ってる？ワキガは手術で治る,ワキガは手術で治る,ワキガ手術で治るって知ってた？,6,4,0,camera_train_5195,swallow70b,calm7b,train
6501,知ってる？ワキガは手術で治る,ワキガは手術で治る？,ワキガ手術で治るって知ってた？,4,5,1,camera_train_5195,swallow8b,calm7b,train
6502,知ってる？ワキガは手術で治る,ワキガは手術で治る？,ワキガは手術で治る,2,7,1,camera_train_5195,swallow8b,swallow70b,train
6503,パソコンで簡単に60秒で査定依頼,パソコンで60秒査定依頼が可能に,【パソコン】60秒簡単査定依頼,1,8,1,camera_train_5196,swallow70b,human,train
6504,パソコンで簡単に60秒で査定依頼,パソコンで簡単60秒査定依頼,【パソコン】60秒簡単査定依頼,4,3,3,camera_train_5196,swallow8b,human,train
6505,パソコンで簡単に60秒で査定依頼,パソコンで簡単60秒査定依頼,パソコンで60秒査定依頼が可能に,7,2,1,camera_train_5196,swallow8b,swallow70b,train
6506,審査に自信のない方におすすめ,審査自信に無い方,審査に自信がない方におすすめ,1,8,1,camera_train_51,human,calm22b,test
6507,簡単に始められる花のある暮らし,花のある暮らしを簡単に始める,花のある生活を始めよう,3,5,2,camera_train_5201,swallow8b,swallow70b,train
6508,かんたん5分でシミュレーション,5分で完了【シミュレーション】,かんたん5分シミュレーション,4,4,2,camera_train_5206,swallow70b,calm22b,train
6509,出産 保険にお困りの方,出産 保険に困っている方へ,[保険にお困りの方]出産,3,7,0,camera_train_5208,swallow8b,human,train
6510,【第1位】人気炭酸シャンプー,炭酸シャンプー【第1位】,【人気No.1】炭酸シャンプー,0,8,2,camera_train_5209,swallow70b,human,train
6511,【第1位】人気炭酸シャンプー,人気炭酸シャンプー【第1位】,【人気No.1】炭酸シャンプー,1,7,2,camera_train_5209,swallow8b,human,train
6512,【第1位】人気炭酸シャンプー,人気炭酸シャンプー【第1位】,炭酸シャンプー【第1位】,5,4,1,camera_train_5209,swallow8b,swallow70b,train
6513,【初期費用なし 物件】なら,初期費用なしの物件,初期費用不要の物件,3,0,7,camera_train_520,swallow70b,calm22b,test
6514,【初期費用なし 物件】なら,初期費用なし物件を探す,初期費用不要の物件,2,7,1,camera_train_520,swallow8b,calm22b,test
6515,【初期費用なし 物件】なら,初期費用なし物件を探す,初期費用なしの物件,2,6,2,camera_train_520,swallow8b,swallow70b,test
6516,風間浦村 宿泊,風間浦村 宿泊予約はこちらから,風間浦村での宿泊はこちら,8,2,0,camera_train_5210,swallow70b,calm22b,train
6517,風間浦村 宿泊,風間浦村の宿泊はこちら,風間浦村での宿泊はこちら,2,7,1,camera_train_5210,swallow8b,calm22b,train
6518,風間浦村 宿泊,風間浦村の宿泊はこちら,風間浦村 宿泊予約はこちらから,2,6,2,camera_train_5210,swallow8b,swallow70b,train
6519,【公式】カーセンサー買取,【公式】カーセンサーで車を売る,【公式】カーセンサーで買取,3,6,1,camera_train_5212,swallow70b,calm22b,train
6520,【公式】カーセンサー買取,カーセンサー買取【公式】,【公式】カーセンサーで買取,4,5,1,camera_train_5212,swallow8b,calm22b,train
6521,【公式】カーセンサー買取,カーセンサー買取【公式】,【公式】カーセンサーで車を売る,6,3,1,camera_train_5212,swallow8b,swallow70b,train
6522,215/40r18でお探しならAUTOWAY,AUTOWAYで215/40r18を探す,AUTOWAYなら215/40r18あります,5,2,3,camera_train_5213,swallow8b,swallow70b,train
6523,帯広 宿泊,帯広の宿泊施設をお探しですか？,帯広の宿泊施設は？,5,4,1,camera_train_5216,swallow8b,calm22b,train
6524,口コミや料金、症例で比較,口コミ、料金、症例で比較する,口コミ、料金、症例で比較,5,3,2,camera_train_5224,swallow70b,calm22b,train
6525,山菱 ボルトスライダー,山菱製ボルトスライダー,山菱のボルトスライダー,1,2,7,camera_train_5225,human,calm7b,train
6526,《大阪信用金庫》フリーローン,《大阪信用金庫》のフリーローン,大阪信用金庫の【フリーローン】,4,2,4,camera_train_5234,swallow70b,calm22b,train
6527,AGA治療の費用はお薬代のみ,AGA治療の費用は薬代のみです。,AGA治療の費用は薬代のみ,3,7,0,camera_train_523,swallow70b,calm22b,train
6528,AGA治療の費用はお薬代のみ,AGA治療の費用は薬代のみです。,AGA治療の費用は薬代のみ,2,6,2,camera_train_523,swallow8b,calm22b,train
6529,【熊本市】格安ホテル,熊本の格安ホテル,熊本市の格安ホテル,0,4,6,camera_train_5249,human,calm22b,train
6530,【熊本市】格安ホテル,熊本市で格安ホテルを探す,熊本市の格安ホテル,6,4,0,camera_train_5249,swallow70b,calm22b,train
6531,【熊本市】格安ホテル,熊本市で格安ホテルを探す,熊本の格安ホテル,3,5,2,camera_train_5249,swallow70b,human,train
6532,【熊本市】格安ホテル,熊本市の格安ホテルを探す,熊本市の格安ホテル,6,2,2,camera_train_5249,swallow8b,calm22b,train
6533,【熊本市】格安ホテル,熊本市の格安ホテルを探す,熊本の格安ホテル,2,6,2,camera_train_5249,swallow8b,human,train
6534,【熊本市】格安ホテル,熊本市の格安ホテルを探す,熊本市で格安ホテルを探す,1,1,8,camera_train_5249,swallow8b,swallow70b,train
6535,2時間のオンライン講義で学ぶ,オンラインで2時間講義,2時間で習得【オンライン講義】,0,8,2,camera_train_5252,human,calm22b,train
6536,【急募案件】介護求人チェック,【急募】介護求人をチェック,介護求人【急募】チェック,7,2,1,camera_train_5253,swallow70b,human,train
6537,【急募案件】介護求人チェック,急募の介護求人をチェック,介護求人【急募】チェック,3,5,2,camera_train_5253,swallow8b,human,train
6538,【急募案件】介護求人チェック,急募の介護求人をチェック,【急募】介護求人をチェック,0,9,1,camera_train_5253,swallow8b,swallow70b,train
6539,【保谷】メンズ美容院,男性向け美容院【保谷】,【保谷】で男前UP。メンズ美容院,4,5,1,camera_train_5257,human,calm22b,train
6540,ソフトバンク エアー,ソフトバンクのエアーです。,SoftBank Air,1,7,2,camera_train_5258,swallow70b,calm22b,train
6541,アフラック／公式ホームページ,アフラック【公式】ホームページ,アフラック公式サイト,4,3,3,camera_train_5259,swallow70b,calm22b,train
6542,アフラック／公式ホームページ,アフラック【公式】ホームページ,アフラック公式サイト,7,3,0,camera_train_5259,swallow8b,calm22b,train
6543,介護職の転職のノウハウ,介護職の転職ノウハウを学ぶ,介護職の転職ならお任せ,2,7,1,camera_train_5263,swallow70b,calm22b,test
6544,介護職の転職のノウハウ,介護職の転職のコツ教えます,介護職の転職ならお任せ,5,3,2,camera_train_5263,swallow8b,calm22b,test
6545,介護職の転職のノウハウ,介護職の転職のコツ教えます,介護職の転職ノウハウを学ぶ,7,3,0,camera_train_5263,swallow8b,swallow70b,test
6546,滋賀発・東京行き,滋賀発→東京行き,滋賀【発】東京行き,6,4,0,camera_train_5269,swallow70b,calm22b,train
6547,滋賀発・東京行き,【滋賀発】東京行き,滋賀【発】東京行き,7,2,1,camera_train_5269,swallow8b,calm22b,train
6548,滋賀発・東京行き,【滋賀発】東京行き,滋賀発→東京行き,5,4,1,camera_train_5269,swallow8b,swallow70b,train
6549,ネットで申込める死亡保険,ネット申込【死亡保険】,死亡保険をネットで申込む,6,4,0,camera_train_526,calm7b,calm22b,train
6550,ネットで申込める死亡保険,ネットで申し込みできる死亡保険,死亡保険をネットで申込む,8,1,1,camera_train_526,swallow70b,calm22b,train
6551,ネットで申込める死亡保険,ネットで申し込みできる死亡保険,ネット申込【死亡保険】,3,3,4,camera_train_526,swallow70b,calm7b,train
6552,人事・採用担当者向け,【人事・採用】担当者様向け,人事採用担当者に耳よりな情報,8,2,0,camera_train_5273,human,calm22b,train
6553,HOTPEPPER Beautyで得しちゃおう,HOTPEPPER Beautyでお得に,お得ホットペッパービューティー,4,3,3,camera_train_5275,swallow70b,human,train
6554,碑文谷の土地・戸建の売買検索,碑文谷の土地・戸建を探す,【碑文谷】土地・戸建の売買検索,1,7,2,camera_train_5277,swallow70b,calm22b,train
6555,メンズ専門眉毛サロン 表参道,表参道メンズ眉毛サロン,表参道のメンズ眉毛サロン,1,6,3,camera_train_527,human,calm22b,train
6556,メンズ専門眉毛サロン 表参道,メンズ専門の眉毛サロン＠表参道,表参道のメンズ眉毛サロン,5,4,1,camera_train_527,swallow70b,calm22b,train
6557,メンズ専門眉毛サロン 表参道,メンズ専門の眉毛サロン＠表参道,表参道メンズ眉毛サロン,5,3,2,camera_train_527,swallow70b,human,train
6558,働きながら学べる製菓の専門校,【製菓専門校】働きながら学ぼう,働きながら学べる専門の製菓校,5,4,1,camera_train_5280,human,calm22b,valid
6559,新たな収入源を作る,新たな収入源を作るならこちら,新収入源作りませんか？,7,3,0,camera_train_529,swallow8b,calm22b,train
6560,大手6社一括査定サイト【公式】,「公式」大手６社一括査定サイト,（公式）大手６社一括査定サイト,1,2,7,camera_train_5300,swallow8b,human,train
6561,【各務原市でおすすめ】ネイル,各務原市で人気のネイルサロン,各務原市でネイルを探すなら,7,1,2,camera_train_5304,swallow70b,calm22b,train
6562,【各務原市でおすすめ】ネイル,おすすめネイルサロン＠各務原市,各務原市でネイルを探すなら,7,2,1,camera_train_5304,swallow8b,calm22b,train
6563,【各務原市でおすすめ】ネイル,おすすめネイルサロン＠各務原市,各務原市で人気のネイルサロン,1,7,2,camera_train_5304,swallow8b,swallow70b,train
6564,【ドコモ光】公式ホームページ,公式ホームページ「ドコモ光」,【今すぐ】ドコモ光公式サイトへ,5,5,0,camera_train_5307,calm7b,calm22b,valid
6565,【ドコモ光】公式ホームページ,【公式】ドコモ光ホームページ,【今すぐ】ドコモ光公式サイトへ,10,0,0,camera_train_5307,swallow70b,calm22b,valid
6566,【ドコモ光】公式ホームページ,【公式】ドコモ光ホームページ,公式ホームページ「ドコモ光」,8,2,0,camera_train_5307,swallow70b,calm7b,valid
6567,【ドコモ光】公式ホームページ,公式【ドコモ光】ホームページへ,【今すぐ】ドコモ光公式サイトへ,4,5,1,camera_train_5307,swallow8b,calm22b,valid
6568,【ドコモ光】公式ホームページ,公式【ドコモ光】ホームページへ,公式ホームページ「ドコモ光」,5,3,2,camera_train_5307,swallow8b,calm7b,valid
6569,【ドコモ光】公式ホームページ,公式【ドコモ光】ホームページへ,【公式】ドコモ光ホームページ,2,7,1,camera_train_5307,swallow8b,swallow70b,valid
6570,【公式】JRじゃらんパック,【公式】JRじゃらんパック旅行,【公式】JRじゃらんパック予約,2,1,7,camera_train_5308,swallow70b,calm22b,train
6571,【公式】大正製薬,公式【大正製薬】,大正製薬公式,8,1,1,camera_train_5321,calm7b,calm22b,test
6572,新川崎駅 建売,【建売】新川崎駅,建売住宅、新川崎駅近く。,5,5,0,camera_train_5322,human,calm7b,train
6573,【公式】HOT PEPPER Beauty,Beauty【公式】HOT PEPPER,公式HOT PEPPER Beauty,4,5,1,camera_train_5330,swallow8b,swallow70b,train
6574,【全力で愛していいかな】,全力で愛していいですか,全力で愛していいかな,9,1,0,camera_train_5337,human,calm22b,train
6575,【全力で愛していいかな】,全力で愛していいかな？,全力で愛していいかな,7,1,2,camera_train_5337,swallow70b,calm22b,train
6576,【全力で愛していいかな】,全力で愛していいかな？,全力で愛していいですか,2,8,0,camera_train_5337,swallow70b,human,train
6577,【全力で愛していいかな】,愛していいかな？,全力で愛していいかな,3,6,1,camera_train_5337,swallow8b,calm22b,train
6578,【全力で愛していいかな】,愛していいかな？,全力で愛していいですか,2,6,2,camera_train_5337,swallow8b,human,train
6579,【全力で愛していいかな】,愛していいかな？,全力で愛していいかな？,1,7,2,camera_train_5337,swallow8b,swallow70b,train
6580,【楽天】tire 215 40r18,TIRE215楽天40OR１８,楽天で【タイヤ215/40R18】,0,9,1,camera_train_5344,human,calm22b,train
6581,【楽天】tire 215 40r18,楽天で215 40r18のタイヤを探す,楽天で【タイヤ215/40R18】,5,4,1,camera_train_5344,swallow70b,calm22b,train
6582,【楽天】tire 215 40r18,楽天で215 40r18のタイヤを探す,TIRE215楽天40OR１８,8,2,0,camera_train_5344,swallow70b,human,train
6583,【押上駅】SUUMO新築一戸建て,SUUMO【押上駅】新築一戸建て,SUUMO新築一戸建て@押上駅,6,1,3,camera_train_5358,swallow70b,calm22b,train
6584,オーサムガーデン/分譲住宅,【分譲住宅】オーサムガーデン,オーサムガーデン【分譲住宅】,6,1,3,camera_train_5359,human,calm22b,train
6585,オーサムガーデン/分譲住宅,【オーサムガーデン】分譲住宅,オーサムガーデン【分譲住宅】,4,2,4,camera_train_5359,swallow70b,calm22b,train
6586,オーサムガーデン/分譲住宅,【オーサムガーデン】分譲住宅,【分譲住宅】オーサムガーデン,2,8,0,camera_train_5359,swallow70b,human,train
6587,オーサムガーデン/分譲住宅,オーサムガーデン【分譲住宅】,【分譲住宅】オーサムガーデン,1,3,6,camera_train_5359,swallow8b,human,train
6588,オーサムガーデン/分譲住宅,オーサムガーデン【分譲住宅】,【オーサムガーデン】分譲住宅,3,2,5,camera_train_5359,swallow8b,swallow70b,train
6589,【新所沢駅】人気のまつげサロン,新所沢駅で人気のまつげサロン,まつ毛サロンならココ　新所沢駅,5,3,2,camera_train_5362,swallow8b,human,train
6590,武庫之荘口コミ1位の骨盤矯正,口コミ1位の骨盤矯正＠武庫之荘,口コミNO.1、武庫之荘の骨盤矯正,3,4,3,camera_train_5368,swallow70b,calm7b,train
6591,【急募】訪問歯科医師の求人,訪問可能な歯科医師の求人,訪問歯科医師募集【急募】,3,6,1,camera_train_5372,human,calm22b,train
6592,【急募】訪問歯科医師の求人,急募の訪問歯科医師求人,訪問歯科医師募集【急募】,2,7,1,camera_train_5372,swallow8b,calm22b,train
6593,【急募】訪問歯科医師の求人,急募の訪問歯科医師求人,訪問可能な歯科医師の求人,5,3,2,camera_train_5372,swallow8b,human,train
6594,【結論】おすすめ保険相談窓口／,おすすめ保険相談窓口【結論】,おすすめの保険相談窓口【結論】,3,3,4,camera_train_5375,swallow8b,swallow70b,train
